"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"2622","Madyson","Feminine form of English unisex Madison, meaning "son of Madde"","form","Feminine",""son of Madde"","unisex Madison","meaning","female","English"
"2623","Mae","Variant spelling of English May, a pet form of Margaret, meaning "pearl," and Mary, meaning "obstinacy, rebelliousness" or "their rebellion"","spelling","Variant",""pearl," and Mary, meaning "obstinacy, rebelliousness" or "their rebellion"","May, a pet form of Margaret","meaning","female","English"
"2624","Maegan","Variant spelling of English Meagan, meaning "pearl"","spelling","Variant",""pearl"","Meagan","meaning","female","English"
"2625","Maev","Anglicized form of Irish Gaelic Meadhbh, meaning "intoxicating"","form","Anglicized",""intoxicating"","Gaelic Meadhbh","meaning","female","Irish"
"2626","Maeva","Variant spelling of English Maeve, meaning "intoxicating"","spelling","Variant",""intoxicating"","Maeve","meaning","female","English"
"2627","Maeve","Anglicized form of Irish Gaelic Meadhbh, meaning "intoxicating"","form","Anglicized",""intoxicating"","Gaelic Meadhbh","meaning","female","Irish"
"2628","Maeveen","Pet form of English Maeve, meaning "intoxicating"","form","Pet",""intoxicating"","Maeve","meaning","female","English"
"2629","Mag","Short form of English Maggie, meaning "pearl"","form","Short",""pearl"","Maggie","meaning","female","English"
"2630","Magdalen","Old English form of Latin Magdalena, meaning "of Magdala"","form","Old English",""of Magdala"","Magdalena","meaning","female","Latin"
"2631","Magdalene","English and German form of Greek MagdalÄnÄ, meaning "of Magdala"","form","English and German",""of Magdala"","MagdalÄnÄ","meaning","female","Greek"
"2632","Maggie","Pet form of English Margaret, meaning "pearl"","form","Pet",""pearl"","Margaret","meaning","female","English"
"2634","Mahala","Variant spelling of English unisex Mahalah, meaning "disease"","spelling","Variant",""disease"","unisex Mahalah","meaning","male","English"
"2633","Mahala","Variant spelling of English unisex Mahalah, meaning "disease"","spelling","Variant",""disease"","unisex Mahalah","meaning","female","English"
"2635","Mahalah","Variant spelling of English unisex Mahlah, meaning "disease"","spelling","Variant",""disease"","unisex Mahlah","meaning","female","English"
"2636","Mahalah","Variant spelling of English unisex Mahlah, meaning "disease"","spelling","Variant",""disease"","unisex Mahlah","meaning","male","English"
"2637","Mahalath","Anglicized form of Hebrew Machalath, meaning "stringed instrument"","form","Anglicized",""stringed instrument"","Machalath","meaning","female","Hebrew"
"2638","Mahali","Anglicized form of Hebrew Machliy, meaning "sick"","form","Anglicized",""sick"","Machliy","meaning","male","Hebrew"
"2639","Mahlah","English unisex form of Hebrew unisex Machlah, meaning "disease"","unisex form","English",""disease"","unisex Machlah","meaning","female","Hebrew"
"2640","Mahlah","Anglicized form of Hebrew unisex Machlah, meaning "disease"","form","Anglicized",""disease"","unisex Machlah","meaning","male","Hebrew"
"2641","Mahli","Anglicized form of Hebrew Machliy, meaning "sick"","form","Anglicized",""sick"","Machliy","meaning","male","Hebrew"
"2642","Mahlon","Anglicized form of Hebrew Machlown, meaning "sick"","form","Anglicized",""sick"","Machlown","meaning","male","Hebrew"
"2643","Mahon","Anglicized form of Irish Gaelic MathÃºin, meaning "bear calf"","form","Anglicized",""bear calf"","Gaelic MathÃºin","meaning","male","Irish"
"2644","Maisie","Anglicized form of Scottish Mysie, a pet form of Mairead (English Margaret), meaning "pearl."British English name meaning "field"","form","Anglicized",""pearl."British English name meaning "field"","Mysie, a pet form of Mairead (English Margaret)","meaning","female","Scottish"
"2645","Makayla","Variant spelling of English Michaela, meaning "who is like God?"","spelling","Variant",""who is like God?"","Michaela","meaning","female","English"
"2646","Makeda","Variant spelling of English Makkedah, meaning "place of shepherds"","spelling","Variant",""place of shepherds"","Makkedah","meaning","female","English"
"2647","Makenna","Variant spelling of English Mckenna, meaning "born of fire"","spelling","Variant",""born of fire"","Mckenna","meaning","female","English"
"2648","Makenzie","Feminine form of English unisex Mackenzie, meaning "comely, finely made"","form","Feminine",""comely, finely made"","unisex Mackenzie","meaning","female","English"
"2649","Makkedah","Anglicized form of Hebrew Maqqedah, meaning "place of shepherds"","form","Anglicized",""place of shepherds"","Maqqedah","meaning","female","Hebrew"
"2650","Malach","Anglicized form of Hebrew unisex Malak, meaning "angel, messenger"","form","Anglicized",""angel, messenger"","unisex Malak","meaning","female","Hebrew"
"2651","Malach","Anglicized form of Hebrew unisex Malak, meaning "angel, messenger"","form","Anglicized",""angel, messenger"","unisex Malak","meaning","male","Hebrew"
"2652","Malachai","Variant spelling of English Malachi, meaning "my messenger"","spelling","Variant",""my messenger"","Malachi","meaning","male","English"
"2653","Malachi","Anglicized form of Hebrew Malakiy, meaning "my messenger"","form","Anglicized",""my messenger"","Malakiy","meaning","male","Hebrew"
"2654","Malachy","Variant spelling of English Malachi, meaning "my messenger."Anglicized form of Irish Gaelic Maoileachlainn "devotee of Seachlainn," altered to coincide with Hebrew Malakiy ("my messenger"","spelling","Variant",""my messenger."Anglicized form of Irish Gaelic Maoileachlainn "devotee of Seachlainn," altered to coincide with Hebrew Malakiy ("my messenger"","Malachi","meaning","male","English"
"2655","Malcolm","Anglicized form of Scottish Gaelic Mael Coluim, meaning "devotee of St Columb"","form","Anglicized",""devotee of St Columb"","Gaelic Mael Coluim","meaning","male","Scottish"
"2656","Malcom","Variant spelling of English Malcolm, meaning "devotee of St Columba"","spelling","Variant",""devotee of St Columba"","Malcolm","meaning","male","English"
"2657","Maleah","English variant spelling of Hawaiian Malia, a form of Latin Maria, meaning "obstinacy, rebelliousness" or "their rebellion"","variant spelling","English",""obstinacy, rebelliousness" or "their rebellion"","Malia, a form of Latin Maria","meaning","female","Hawaiian"
"2658","Malina","Feminine form of English Malcolm, meaning "devotee of St Columba"","form","Feminine",""devotee of St Columba"","Malcolm","meaning","female","English"
"2659","Malinda","Variant spelling of English Melinda, meaning either "black/dark serpent" or "sweet serpent"","spelling","Variant",""black/dark serpent" or "sweet serpent"","Melinda","meaning either","female","English"
"2660","Mamie","Pet form of English Mary, meaning "obstinacy, rebelliousness" or "their rebellion," and Margaret "pearl"","form","Pet",""obstinacy, rebelliousness" or "their rebellion," and Margaret "pearl"","Mary","meaning","female","English"
"2661","Manasseh","Anglicized form of Hebrew Menashsheh, meaning "causing to forget" or "one who forgets"","form","Anglicized",""causing to forget" or "one who forgets"","Menashsheh","meaning","male","Hebrew"
"2662","Mandi","Variant spelling of English Mandy, meaning "lovable"","spelling","Variant",""lovable"","Mandy","meaning","female","English"
"2663","Mandy","Pet form of English Amanda, meaning "lovable"","form","Pet",""lovable"","Amanda","meaning","female","English"
"2664","Mannix","Anglicized form of Irish Gaelic MainchÃ­n, meaning "little monk"","form","Anglicized",""little monk"","Gaelic MainchÃ­n","meaning","male","Irish"
"2665","Manny","Pet form of English Immanuel, meaning "God is with us"","form","Pet",""God is with us"","Immanuel","meaning","male","English"
"2666","Mara","Hebrew name, meaning "bitter"","name","Hebrew",""bitter"","-","meaning","female","-"
"2667","Maralyn","Variant spelling of English Marilyn, a compound name, meaning "rebel-lake"","spelling","Variant",""rebel-lake"","Marilyn, a compound name","meaning","female","English"
"2668","Marcelyn","English variant spelling of French Marceline, meaning "defense" or "of the sea"","variant spelling","English",""defense" or "of the sea"","Marceline","meaning","female","French"
"2669","Marci","Pet form of Roman Latin Marcia, meaning "defense" or "of the sea"","form","Pet",""defense" or "of the sea"","Latin Marcia","meaning","female","Roman"
"2670","Marcia","Feminine form of Roman Latin Marcius, meaning "defense" or "of the sea"","form","Feminine",""defense" or "of the sea"","Latin Marcius","meaning","female","Roman"
"2671","Marcie","Variant spelling of English Marcy, meaning "defense" or "of the sea"","spelling","Variant",""defense" or "of the sea"","Marcy","meaning","female","English"
"2672","Marcy","English pet form of Roman Latin Marcia, meaning "defense" or "of the sea"","pet form","English",""defense" or "of the sea"","Latin Marcia","meaning","female","Roman"
"2673","Mare","Latin name, meaning "sea"","name","Latin",""sea"","-","meaning","female","-"
"2674","Maree","English variant spelling of French Marie, meaning "obstinacy, rebelliousness" or "their rebellion"","variant spelling","English",""obstinacy, rebelliousness" or "their rebellion"","Marie","meaning","female","French"
"2675","Margaret","English form of French Marguerite, meaning "pearl"","form","English",""pearl"","Marguerite","meaning","female","French"
"2676","Margarita","Latin form of Greek Margarites, meaning "pearl"","form","Latin",""pearl"","Margarites","meaning","female","Greek"
"2677","Marge","Short form of English Margaret, meaning "pearl"","form","Short",""pearl"","Margaret","meaning","female","English"
"2678","Margery","Medieval form of English Margaret, meaning "pearl"","form","Medieval",""pearl"","Margaret","meaning","female","English"
"2679","Margie","Pet form of English Margaret, meaning "pearl"","form","Pet",""pearl"","Margaret","meaning","female","English"
"2680","Margo","English variant spelling of French Margot, meaning "pearl"","variant spelling","English",""pearl"","Margot","meaning","female","French"
"2681","Margot","Pet form of French Marguerite, meaning "pearl"","form","Pet",""pearl"","Marguerite","meaning","female","French"
"2682","Maria","Greek form of Hebrew Miryam, meaning "obstinacy, rebelliousness" or "their rebellion." In the bible, this is the name of many characters, including the mother of Jesus and a sister of Lazarus. Latin form of Greek or Aramaic Mariam, meaning "obstinacy, rebelliousness" or "their rebellion"","form","Greek",""obstinacy, rebelliousness" or "their rebellion." In the bible, this is the name of many characters, including the mother of Jesus and a sister of Lazarus. Latin form of Greek or Aramaic Mariam, meaning "obstinacy, rebelliousness" or "their rebellion"","Miryam","meaning","female","Hebrew"
"2683","Mariah","English variant spelling of Latin Maria, meaning "obstinacy, rebelliousness" or "their rebellion."Variant spelling of English Moriah, meaning "chosen by God"","variant spelling","English",""obstinacy, rebelliousness" or "their rebellion."Variant spelling of English Moriah, meaning "chosen by God"","Maria","meaning","female","Latin"
"2684","Marian","Medieval variant spelling of French Marion, meaning "little rebel"","variant spelling","Medieval",""little rebel"","Marion","meaning","female","French"
