code,title,description
52229,"AKTIVITAS PENUNJANG ANGKUTAN PERAIRAN LAINNYA","Kelompok ini mencakup kegiatan navigasi, pelayaran dan kegiatan berlabuh, kapal lighterage, kegiatan salvage/pekerjaan bawah air (PBA), kegiatan mercusuar, operasi penguncian jalur air dan lain-lain, termasuk kapal Floating Production, Storage and Offloading (FPSO) dan Floating, Storage and Offloading (FSO) dan jasa penunjang angkutan perairan lainnya."
5223,"AKTIVITAS KEBANDARUDARAAN DAN JASA PELAYANAN NAVIGASI PENERBANGAN","Subgolongan ini mencakup kegiatan kebandarudaraan yang berhubungan dengan angkutan udara untuk penumpang, hewan atau barang.Subgolongan ini mencakup:- Pengoperasian fasilitas terminal misalnya anjungan bandara dan lain-lain - Kegiatan pengaturan bandara dan lalu lintas udara- Kegiatan pelayanan pendaratan di lapangan udara dan lain-lainSubgolongan ini juga mencakup:- Kegiatan pemadaman kebakaran dan pencegahan kebakaran di bandaraSubgolongan ini tidak mencakup:- Bongkar muat barang, lihat 5224- Pengoperasian sekolah penerbangan, lihat 853, 8549"
52231,"AKTIVITAS KEBANDARUDARAAN","Kelompok ini mencakup kegiatan atau usaha jasa pelayanan pesawat udara dan penumpang yang terdiri atas penyediaan dan/atau pengembangan fasilitas untuk kegiatan pelayanan pendaratan, lepas landas, manuver, parkir dan penyimpanan pesawat udara (PJP4U) termasuk semua fasilitas yang terdapat di landas pacu (runway), taxiway, apron serta penanganan kecelakaan pesawat udara dan pemadam kebakaran, fasilitas terminal untuk pelayanan angkutan penumpang (PJP2U) termasuk pelayanan pemakaian garbarata (aviobridge) dan pelayanan pemakaian tempat pelaporan keberangkatan (check-in counter), dan kegiatan atau usaha jasa terkait untuk menunjang kegiatan pelayanan operasi pesawat udara di bandar udara termasuk penyediaan hanggar pesawat udara, perbengkelan pesawat udara, pelayanan teknis penanganan pesawat udara di darat (ground handling), pelayanan penumpang dan bagasi, pemeriksaan barang muatan dalam kargo dan/atau peti kemas dengan menggunakan sumber radiasi pengion (zat radioaktif dan pembakit radiasi pengion), dan depo pengisian bahan bakar pesawat udara (DPPU)."
52232,"JASA PELAYANAN NAVIGASI PENERBANGAN","Kelompok ini mencakup kegiatan atau usaha Pelayanan Lalu Lintas Penerbangan (air traffic services/ATS) seperti pelayanan pemanduan lalu lintas penerbangan, informasi penerbangan dan kesiagaan, Pelayanan Telekomunikasi Penerbangan (aeronautical telecommunication/COM) seperti pelayanan aeronautika tetap, aeronautika bergerak dan radio navigasi aeronautika, Pelayanan informasi aeronautika (aeronautical information service/AIS) seperti pelayanan informasi aeronautika dan peta penerbangan, penerbitan dan penyebarluasan NOTAM (notice to airmen), pelayanan informasi aeronautika bandar udara, Pelayanan informasi meteorologi penerbangan (aeronautical meteorological service/MET), Pelayanan informasi pencarian dan pertolongan (search and rescue/SAR). Termasuk juga jasa penyediaan bangunan operasi dan bangunan penunjang kegiatan lalu lintas udara, misalnya menara pengawas, bangunan khusus penumpanan peralatan, briefing office untuk koordinasi terkait kegiatan lalu lintas penerbangan. Kegiatan yang berhubungan dengan pelayanan lalu lintas penerbangan, telekomunikasi penerbangan, konstruksi telekomunikasi navigasi penerbangan, instalasi peralatan navigasi penerbangan, dan pemberian informasi-informasi terkait penerbangan, misalnya pengoperasian fasilitas atau peralatan-peralatan navigasi penerbangan, telekomunikasi penerbangan, informasi aeronautika, informasi meteorologi penerbangan, dan informasi pencarian dan pertolongan, berikut fasilitas atau peralatan pendukungnya yaitu mekanikal, elektrikal, elektronika dan teknologi informasi."
5224,"PENANGANAN KARGO (BONGKAR MUAT BARANG)","Subgolongan ini mencakup:- Kegiatan memuat dan membongkar barang atau bagasi (barang penumpang ) terlepas dari moda transportasi yang digunakan untuk pengangkutan- Kegiatan bongkar muat kapal- Kegiatan bongkar muat gerbong kereta api barangSubgolongan ini tidak mencakup:- Pengoperasian fasilitas terminal, lihat 5221, 5222 dan 5223"
52240,"PENANGANAN KARGO (BONGKAR MUAT BARANG)","Kelompok ini mencakup usaha penanganan bongkar muat barang kargo dari angkutan darat, angkutan jalan, angkutan air dan angkutan atas dasar balas jasa (fee) atau kontrak. Kegiatannya mencakup kegiatan memuat dan membongkar barang kargo terlepas dari jenis angkutan yang digunakan, Kegiatan terminal kargo berikut fasilitas pendukungnya, kegiatan bongkar muat kapal dan kegiatan bongkar muat kendaraan dengan kereta gerbong barang."
5229,"AKTIVITAS PENUNJANG ANGKUTAN LAINNYA","Subgolongan ini mencakup:- Ekspedisi muatan atau pengangkutan barang- Kegiatan mengatur atau mengorganisir pengoperasian angkutan dengan kereta api, darat, laut atau udara- Pengaturan kiriman atau muatan baik kelompok atau perorangan (termasuk pengambilan dan pengiriman barang, dan pengelompokan kiriman)- Kegiatan logistik, yaitu perencanaan, perancangan dan jasa penunjang angkutan, pergudangan dan pendistribusian- Penerbitan dan perolehan dokumen angkutan dan biaya kargo- Kegiatan agen bea cukai- Kegiatan agen ekspedisi pengiriman barang/kargo melalui laut dan udara - Perdagangan perantara (broker) kapal laut dan pesawat ruang angkasa- Pelaksanaan penanganan barang, misalnya pengemasan sementara untuk tujuan utama melindungi barang selama transit, pembongkaran, pengambilan sampel, penimbangan barang.Subgolongan ini tidak mencakup:- Kegiatan kurir, lihat 5320- Penetapan asuransi terhadap motor, kapal, penerbangan dan angkutan, lihat 6512- Kegiatan agen perjalanan, lihat 7911- Kegiatan penyelenggara perjalanan (tur), lihat 7912- Kegiatan pemandu wisata, lihat 7992"
52291,"JASA PENGURUSAN TRANSPORTASI (JPT)","Kelompok ini mencakup usaha pengiriman dan atau pengepakan barang dalam volume besar, melalui angkutan kereta api, angkutan darat, angkutan laut maupun angkutan udara."
52292,"AKTIVITAS EKSPEDISI MUATAN KERETA API DAN EKSPEDISI ANGKUTAN DARAT (EMKA &amp; EAD)","Kelompok ini mencakup usaha pengiriman dan atau pengepakan barang dalam volume besar, baik yang diangkut melalui kereta api maupun alat angkutan darat."
52293,"AKTIVITAS EKSPEDISI MUATAN KAPAL (EMKL)","Kelompok ini mencakup usaha pengiriman dan atau pengepakan barang dalam volume besar, yang diangkut melalui angkutan laut."
52294,"AKTIVITAS EKSPEDISI MUATAN PESAWAT UDARA (EMPU)","Kelompok ini mencakup usaha pengiriman dan atau pengepakan barang dalam volume besar, yang diangkut melalui alat angkutan udara."
52295,"ANGKUTAN MULTIMODA","Kelompok ini mencakup angkutan barang dengan menggunakan paling sedikit 2 (dua) moda angkutan yang berbeda atas dasar 1 (satu) kontrak sebagai dokumen angkutan multimoda dari satu tempat diterimanya barang oleh badan usaha angkutan multimoda ke suatu tempat yang ditentukan untuk penyerahan barang kepada penerima barang angkutan multimoda. Badan usaha angkutan multimoda tidak semata-mata memberikan layanan angkutan barang dari tempat asal sampai ke tujuan, tetapi juga memberikan jasa tambahan berupa jasa pengurusan transportasi (freight forwarding), jasa pergudangan, jasa konsolidasi muatan, penyediaan ruang muatan, serta pengurusan kepabeanan untuk angkutan multimoda ke luar negeri dan ke dalam negeri."
52296,"JASA PENUNJANG ANGKUTAN UDARA","Kelompok ini mencakup usaha yang secara langsung berhubungan dengan kegiatan angkutan udara niaga antara lain sistem reservasi melalui komputer (computerized reservation system), pemasaran dan penjualan tiket pesawat atau agen penjualan umum (ticket marketing and selling), pelayanan di darat untuk penumpang dan kargo (ground handling), penyewaan pesawat udara (aircraft leasing), organisasi perawatan pesawat udara (aircraft maintenance organization), agen pengurus persetujuan terbang (flight approval), regulated agent/known consignor."
52297,"JASA KEAGENAN KAPAL/AGEN PERKAPALAN PERUSAHAAN PELAYARAN","Kelompok ini mencakup usaha untuk mengurus kepentingan kapal perusahan angkutan laut asing dan/atau kapal perusahaan angkutan laut nasional selama berada di Indonesia, mencakup pelaporan rencana dan realisasi kedatangan dan keberangkatan kapal, pengurusan jasa kepelabuhan, penunjukan perusahaan bongkar muat, penyelesaian dokumen kapal, pembukuan dan pencairan muatan, penerbitan konosemen untuk dan atas nama pemilik kapal, penyelesaian pengisian bunker bahan bakar minyak dan air tawar, serta pemenuhan kebutuhan perlengkapan dan perbekalan, dan pelaksanaan kegiatan lainnya yang disepakati pemiliki kapal atau operator kapal dengan pelaksana kegiatan keagenan kapal."
52298,"AKTIVITAS TALLY MANDIRI","Kelompok ini mencakup usaha menghitung, mengukur, menimbang dan membuat catatan mengenai muatan, untuk kepentingan pemilik muatan dan atau pengangkut. Termasuk kegiatan tally mandiri di pelabuhan."
52299,"AKTIVITAS PENUNJANG ANGKUTAN LAINNYA YTDL","Kelompok ini mencakup usaha pengiriman dan/atau pengepakan barang dalam volume besar lainnya, selain yang tercakup dalam kelompok 52291 s.d. 52298, seperti jasa pengiriman dan/atau pengepakan benda berharga asal muatan kapal yang tenggelam dan benda budaya lainnya. Jasa pengepakan atas dasar balas jasa (fee) atau kontrak yang tidak ada hubungannya dengan kegiatan pengangkutan dimasukkan dalam Jasa Pengepakan (82920)."
53,"AKTIVITAS POS DAN KURIR","Golongan pokok ini mencakup kegiatan pos dan kurir, seperti pengumpulan, pemrosesan, pengangkutan, dan pengantaran surat dan paket melalui berbagai mekanisme pengantaran, termasuk jasa pengantaran lokal."
531,"AKTIVITAS POS","Golongan ini mencakup kegiatan jasa pos yang diselenggarakan oleh penyelenggara pos yang diberi tugas oleh pemerintah untuk menyelenggarakan layanan pos universal dan melaksanakan akta-akta perhimpunan pos sedunia."
5310,"AKTIVITAS POS","Subgolongan ini mencakup kegiatan layanan pos yang beroperasi di bawah kewajiban pelayanan universal. Kegiatan yang dilakukan meliputi penggunaan infrastruktur layanan universal, termasuk lokasi ritel, fasilitas sortir dan pengolahan, dan rute operator untuk pengambilan dan pengiriman kiriman pos universal. Pengiriman meliputi surat, kartu pos, barang cetakan (koran, majalah, item iklan,barang cetakan dalam kantong khusus, dll), bungkusan kecil, paket, sekogram, barang atau dokumen. Termasuk juga jasa lain yang diperlukan untuk mendukung kewajiban pelayanan universal.Subgolongan ini mencakup:- Pengambilan, penyortiran, pengangkutan, dan pengiriman (domestik atau internasional) dengan layanan pos yang beroperasi di bawah kewajiban pelayanan universal, yang meliputi surat, kartupos, barang cetakan, dan bungkusan kecil (surat berisi barang) sampai dengan 2 kilogram, sekogram sampai dengan 7 kilogram, barang cetakan yang dikirim dalam kantong khusus yang ditujukan untuk penerima dengan alamat yang sama dengan berat sampai dengan 30 kilogram (M-bag), dan paket pos dengan berat sampai dengan 20 kilogramSubgolongan ini tidak mencakup:- Aktivitas giro pos, tabungan pos, dan kegiatan pengiriman uang, lihat 6419"
53100,"AKTIVITAS POS","Kelompok ini mencakup kegiatan layanan pos yang beroperasi di bawah kewajiban pelayanan universal, yaitu pengiriman pos jenis tertentu yang wajib dijamin oleh pemerintah untuk menjangkau seluruh wilayah NKRI yang memungkinkan masyarakat mengirimkan dan/atau menerima kiriman dari satu tempat ke tempat lain di dunia. Aktivitas ini dilaksanakan oleh penyelenggara pos yang ditunjuk oleh pemerintah dengan tarif layanan sebagaimana ditentukan oleh pemerintah. Kegiatan yang dilakukan meliputi penggunaan infrastruktur layanan universal, termasuk lokasi ritel, fasilitas sortir dan pengolahan, dan rute operator untuk pengambilan dan pengiriman surat. Pengiriman meliputi surat, kartu pos, barang cetakan (koran, majalah, item iklan, barang cetakan dalam kantong khusus, dll), bungkusan kecil, paket, sekogram, barang atau dokumen. Termasuk juga jasa lain yang diperlukan untuk mendukung kewajiban pelayanan universal. Kegiatan ini dapat dilakukan melalui satu atau lebih moda transportasi baik dengan angkutan milik sendiri maupun angkutan umum."
532,"AKTIVITAS KURIR","Golongan ini mencakup kegiatan kurir yang tidak beroperasi di bawah pelayanan universal. Aktivitas ini meliputi pengambilan/pengumpulan, penyortiran/pemrosesan, pengangkutan dan/atau pengantaran surat, dokumen, parsel, dan paket baik dalam negeri maupun internasional melalui perusahaan dengan menggunakan satu atau lebih jenis angkutan dan kegiatannya dapat menggunakan angkutan pribadi atau angkutan umum. Jenis dan tarif layanan ditetapkan oleh penyelenggara pos berdasarkan formula perhitungan berbasis biaya sebagaimana ditetapkan oleh pemerintah."
5320,"AKTIVITAS KURIR","Subgolongan ini mencakup usaha jasa pelayanan pengiriman barang yang dilakukan secara komersial selain kegiatan pengiriman pos universal.Subgolongan ini mencakup:- Pengambilan/pengumpulan, penyortiran/pemrosesan, pengangkutan dan pengiriman (domestik atau internasional) surat pos, dokumen, dan paket oleh perusahaan yang tidak beroperasi di bawah kewajiban pelayanan universal. Kegiatan ini dapat dilakukan melalui satu atau lebih moda transportasi baik dengan angkutan milik sendiri maupun angkutan umumSubgolongan ini juga mencakup:- Layanan antar ke rumah (door-to-door)- Layanan logistik pos (kegiatan perencanaan, penanganan, penyimpanan, pengurusan administrasi, pengelolaan informasi terhadap barang kiriman) yang dilaksanakan oleh penyelenggara pos- Layanan keagenanSubgolongan ini tidak mencakup:- Pengangkutan barang, lihat (berdasarkan moda transportasi) 4912, 4943, 5013, 5022, 5120- Kegiatan pengiriman uang, lihat 6419- Layanan logistik selain pos, lihat 5229"
53201,"AKTIVITAS KURIR","Kelompok ini mencakup usaha jasa pelayanan pengiriman barang yang dilakukan secara komersial selain kegiatan pengiriman pos universal. Kegiatannya mencakup pengumpulan/pengambilan, penyortiran/pemrosesan, pengangkutan dan pengantaran surat, dokumen, parsel, barang, dan paket baik domestik maupun internasional melalui perusahaan dengan menggunakan satu atau lebih jenis angkutan dan kegiatannya dapat menggunakan angkutan pribadi atau angkutan umum. Aktivitas ini meliputi seluruh kegiatan penyelenggaraan pos yang jenis dan tarif layanannya ditetapkan oleh penyelenggara pos berdasarkan formula perhitungan berbasis biaya sebagaimana ditetapkan oleh pemerintah."
53202,"AKTIVITAS AGEN KURIR","Kelompok ini mencakup usaha jasa swasta sebagai mitra usaha penyelenggara pos yang menyelenggarakan kegiatan pengumpulan dan pemrosesan barang baik domestik maupun internasional.Kelompok ini tidak mencakup pengangkutan, dan pengantaran."
55,"PENYEDIAAN AKOMODASI","Golongan pokok ini mencakup penyediaan akomodasi jangka pendek untuk pengunjung dan pelancong. Termasuk penyediaan akomodasi yang lebih lama untuk pelajar, pekerja dan sejenisnya. Penyediaan akomodasi dapat hanya menyediakan fasilitas akomodasi saja atau fasilitas akomodasi dan fasilitas makanan dan minuman, atau fasilitas akomodasi, makanan dan minuman dan/atau fasilitas rekreasi."
551,"PENYEDIAAN AKOMODASI JANGKA PENDEK","Golongan ini mencakup penyediaan akomodasi, khususnya untuk harian atau mingguan, pada prinsipnya untuk tinggal dalam jangka pendek sebagai pengunjung. Termasuk penyediaan akomodasi dengan furnitur, lengkap dengan dapur, dengan atau tanpa jasa pramuwisma dan sering kali termasuk beberapa tambahan jasa dan fasilitas seperti fasilitas parkir, penatu, kolam renang, ruang olahraga, fasilitas rekreasi dan ruang rapat. Golongan ini mencakup akomodasi yang disediakan oleh berbagai macam hotel, penginapan, losmen, hostel, villa dan lain-lain."
5511,"HOTEL BINTANG","Subgolongan ini mencakup usaha penyediaan akomodasi yang memenuhi ketentuan sebagai hotel bintang yang ditetapkan dalam surat keputusan instansi yang membinanya."
55110,"HOTEL BINTANG","Kelompok ini mencakup usaha penyediaan jasa pelayanan penginapan yang memenuhi ketentuan sebagai hotel bintang, serta jasa lainnya bagi umum dengan menggunakan sebagian atau seluruh bangunan."
5512,"HOTEL MELATI","Subgolongan ini mencakup usaha penyediaan akomodasi yang memenuhi ketentuan sebagai hotel melati yang ditetapkan dalam surat keputusan instansi yang membinanya."
55120,"HOTEL MELATI","Kelompok ini mencakup usaha penyediaan jasa layanan penginapan bagi umum yang dikelola secara komersial dengan menggunakan sebagian atau seluruh bagian bangunan yang telah memenuhi ketentuan sebagai hotel melati yang ditetapkan dalam surat keputusan instansi yang membinanya."
5513,"PONDOK WISATA","Subgolongan ini mencakup usaha penyediaan akomodasi pondok wisata (home stay)."
55130,"PONDOK WISATA","Kelompok ini mencakup usaha penyediaan jasa pelayanan penginapan bagi umum dengan pembayaran harian yang dilakukan perseorangan dengan menggunakan bangunan rumah tinggal yang dihuni oleh pemiliknya dan dimanfaatkan sebagian untuk disewakan dengan memberikan kesempatan kepada wisatawan untuk berinteraksi dalam kehidupan sehari-hari pemiliknya."
5519,"PENYEDIAAN AKOMODASI JANGKA PENDEK LAINNYA","Subgolongan ini mencakup usaha penyediaan akomodasi jangka pendek lainnya seperti penginapan remaja (Youth Hostel), vila, bungalo, cottage, bumi perkemahan, taman atau persinggahan karavan atau trailer dan lain- lain. Termasuk motel dan pondok tamu (guesthouse)."
55191,"PENGINAPAN REMAJA (YOUTH HOSTEL)","Kelompok ini mencakup usaha penyediaan jasa penginapan yang biasanya digunakan wisatawan sebagai akomodasi dapat berupa ruangan/kamar yang dapat digunakan bermalam bersama-sama (sharing room) atau sendiri dalam rangka kegiatan pariwisata dengan tujuan untuk rekreasi, memperluas pengetahuan/pengalaman, dan perjalanan."
