"",class_name,gdp,return_on_invest
5772,recession,44.936,45.546
5773,recession,38.507,43.3
5774,goodtimes,64.075,52.002
5775,riproaringtimes,46.665,70.77
5776,recession,46.081,47.287
5777,recession,51.323,47.295
5778,goodtimes,59.475,53.288
5779,goodtimes,56.309,51.143
5780,riproaringtimes,57.352,63.222
5781,riproaringtimes,45.696,65.053
5782,recession,40.54,40.177
5783,riproaringtimes,51.747,61.842
5784,goodtimes,57.694,59.56
5785,riproaringtimes,46.806,64.212
5786,recession,51.992,45.189
5787,riproaringtimes,51.768,59.588
5788,riproaringtimes,53.507,74.913
5789,goodtimes,45.934,51.836
5790,recession,41.534,46.488
5791,riproaringtimes,43.805,58.032
5792,riproaringtimes,48.282,65.653
5793,recession,43.962,49.26
5794,recession,42.475,38.989
5795,riproaringtimes,51.313,63.378
5796,recession,47.153,53.896
5797,recession,44.382,37.229
5798,recession,44.353,41.369
5799,riproaringtimes,53.645,67.653
5800,recession,48.081,45.774
5801,recession,50.92,38.509
5802,goodtimes,49.661,52.735
5803,riproaringtimes,50.211,67.856
5804,recession,44.939,51.076
5805,recession,40.444,39.328
5806,recession,45.921,40.488
5807,riproaringtimes,48.252,66.968
5808,riproaringtimes,42.306,70.081
5809,riproaringtimes,49.542,70.863
5810,recession,42.613,40.017
5811,goodtimes,54.42,62.272
5812,riproaringtimes,53.083,60.116
5813,riproaringtimes,51.506,59.417
5814,goodtimes,61.764,58.05
5815,goodtimes,58.718,51.482
5816,recession,47.415,43.715
5817,goodtimes,52.122,52.112
5818,goodtimes,55.826,52.416
5819,recession,41.527,44.884
5820,riproaringtimes,45.006,65.268
5821,riproaringtimes,44.185,60.877
5822,goodtimes,48.655,57.637
5823,recession,46.277,34.028
5824,recession,50.497,39.415
5825,riproaringtimes,42.285,71.865
5826,recession,49.588,47.594
5827,recession,48.647,41.462
5828,goodtimes,49.145,56.176
5829,riproaringtimes,44.052,67.543
5830,goodtimes,59.583,50.45
5831,goodtimes,61.999,52.843
5832,riproaringtimes,52.394,60.943
5833,recession,53.295,50.019
5834,recession,44.269,48.546
5835,riproaringtimes,43.515,54.583
5836,goodtimes,54.11,62.985
5837,riproaringtimes,47.003,67.316
5838,riproaringtimes,54.94,64.176
5839,recession,40.075,42.226
5840,riproaringtimes,46.944,62.662
5841,recession,38.145,47.46
5842,goodtimes,50.75,61.447
5843,goodtimes,50.92,54.151
5844,riproaringtimes,51.816,67.483
5845,goodtimes,45.613,52.281
5846,riproaringtimes,50.279,53.652
5847,recession,43.0,34.552
5848,goodtimes,54.791,63.681
5849,recession,46.844,36.491
5850,riproaringtimes,48.703,61.977
5851,riproaringtimes,44.028,61.41
5852,riproaringtimes,53.09,73.158
5853,riproaringtimes,50.044,64.402
5854,riproaringtimes,54.057,68.835
5855,riproaringtimes,50.569,61.363
5856,recession,49.433,51.388
5857,goodtimes,65.508,48.223
5858,goodtimes,66.177,51.461
5859,recession,40.603,43.936
5860,goodtimes,57.382,53.327
5861,recession,44.312,45.531
5862,goodtimes,58.296,62.836
5863,recession,49.515,41.808
5864,riproaringtimes,51.978,62.144
5865,recession,53.44,46.134
5866,goodtimes,48.094,53.218
5867,recession,44.571,41.674
5868,goodtimes,52.052,49.964
5869,recession,41.907,43.589
5870,riproaringtimes,51.809,66.516
5871,recession,38.004,44.939
5872,goodtimes,49.251,55.206
5873,recession,52.806,46.713
5874,riproaringtimes,46.39,70.412
5875,recession,44.71,45.978
5876,recession,42.413,47.425
5877,recession,44.32,51.068
5878,goodtimes,52.728,54.72
5879,recession,39.775,41.789
5880,goodtimes,57.149,59.358
5881,recession,40.841,46.432
5882,goodtimes,54.289,51.56
5883,riproaringtimes,45.42,63.432
5884,recession,49.661,35.693
5885,riproaringtimes,59.025,65.836
5886,riproaringtimes,50.319,62.311
5887,goodtimes,57.925,49.501
5888,recession,40.148,49.413
5889,goodtimes,50.769,51.84
5890,recession,48.444,48.172
5891,goodtimes,52.195,59.888
5892,goodtimes,53.614,57.008
5893,recession,50.049,46.532
5894,recession,48.156,42.947
5895,recession,39.551,40.462
5896,recession,47.231,54.518
5897,goodtimes,59.086,59.13
5898,goodtimes,55.012,45.735
5899,riproaringtimes,48.559,57.427
5900,goodtimes,60.476,56.316
5901,recession,40.724,46.48
5902,riproaringtimes,46.546,61.06
5903,goodtimes,55.379,48.947
5904,riproaringtimes,51.421,73.742
5905,recession,46.817,41.86
5906,recession,49.325,45.549
5907,recession,43.826,42.291
5908,riproaringtimes,41.758,60.963
5909,recession,49.867,46.612
5910,goodtimes,55.708,49.719
5911,riproaringtimes,58.153,66.277
5912,recession,40.92,44.632
5913,recession,48.9,45.966
5914,recession,45.992,43.044
5915,recession,47.329,54.884
5916,recession,46.285,41.714
5917,recession,45.562,44.221
5918,riproaringtimes,49.414,65.909
5919,recession,47.75,49.901
5920,riproaringtimes,53.023,66.082
5921,riproaringtimes,52.029,64.958
5922,riproaringtimes,55.405,63.285
5923,goodtimes,52.294,43.888
5924,goodtimes,55.604,54.947
5925,riproaringtimes,52.606,61.164
5926,goodtimes,60.404,50.916
5927,riproaringtimes,47.437,59.348
5928,recession,45.901,46.811
5929,goodtimes,54.985,58.169
5930,goodtimes,52.291,51.647
5931,goodtimes,47.569,47.673
5932,recession,43.493,35.652
5933,goodtimes,50.754,57.48
5934,riproaringtimes,50.98,64.119
5935,riproaringtimes,48.321,63.596
5936,goodtimes,57.364,61.038
5937,recession,43.197,41.329
5938,riproaringtimes,52.315,66.331
5939,riproaringtimes,51.89,74.129
5940,goodtimes,51.339,63.315
5941,recession,34.639,51.653
5942,goodtimes,58.544,44.936
5943,riproaringtimes,48.282,67.956
5944,goodtimes,47.895,60.487
5945,goodtimes,52.984,53.469
5946,riproaringtimes,46.562,71.781
5947,recession,52.757,46.282
5948,goodtimes,49.474,57.265
5949,recession,48.363,44.655
5950,goodtimes,60.766,50.993
5951,riproaringtimes,45.567,64.991
5952,recession,50.028,47.331
5953,riproaringtimes,56.592,63.637
5954,goodtimes,52.016,55.893
5955,goodtimes,54.013,55.282
5956,recession,40.484,39.608
5957,goodtimes,60.887,50.186
5958,recession,48.112,41.982
5959,goodtimes,48.454,55.734
5960,goodtimes,52.117,53.893
5961,goodtimes,51.57,49.089
5962,recession,44.712,49.514
5963,recession,41.504,41.841
5964,riproaringtimes,49.436,60.013
5965,riproaringtimes,42.009,66.351
5966,riproaringtimes,47.775,57.249
5967,goodtimes,58.178,47.938
5968,riproaringtimes,51.954,61.496
5969,riproaringtimes,51.569,60.861
5970,recession,50.317,49.388
5971,riproaringtimes,52.228,59.651
5972,riproaringtimes,48.487,68.976
5973,recession,47.708,43.02
5974,goodtimes,49.741,51.885
5975,riproaringtimes,49.64,61.435
5976,goodtimes,57.643,53.025
5977,goodtimes,56.146,52.667
5978,goodtimes,53.654,51.077
5979,recession,49.27,46.491
5980,recession,39.959,48.649
5981,recession,42.963,39.939
5982,riproaringtimes,46.174,65.037
5983,riproaringtimes,51.662,53.273
5984,goodtimes,54.751,60.204
5985,goodtimes,53.326,53.896
5986,goodtimes,55.248,55.605
5987,riproaringtimes,56.496,64.937
5988,recession,43.456,50.212
5989,goodtimes,53.98,50.608
5990,recession,40.752,41.617
5991,recession,44.821,50.872
5992,riproaringtimes,52.381,61.262
5993,recession,40.71,47.601
5994,recession,42.228,41.943
5995,riproaringtimes,50.897,65.758
5996,riproaringtimes,49.694,61.422
5997,riproaringtimes,52.503,65.804
5998,recession,50.078,45.748
5999,riproaringtimes,53.038,63.475
6000,riproaringtimes,51.584,62.755
6001,riproaringtimes,61.19,71.125
6002,riproaringtimes,53.32,64.347
6003,goodtimes,51.064,55.206
6004,recession,42.22,41.271
6005,recession,48.727,43.711
6006,goodtimes,46.863,60.021
6007,riproaringtimes,46.164,69.151
6008,recession,45.969,43.095
6009,goodtimes,59.719,57.233
6010,goodtimes,52.543,55.308
6011,riproaringtimes,50.476,69.963
6012,goodtimes,62.083,48.405
6013,recession,45.71,52.023
6014,recession,48.273,48.426
6015,riproaringtimes,51.147,59.327
6016,goodtimes,58.721,56.512
6017,recession,47.133,49.765
6018,riproaringtimes,48.616,57.964
6019,recession,48.396,35.971
6020,goodtimes,57.514,49.478
6021,goodtimes,58.811,56.58
6022,riproaringtimes,45.914,67.287
6023,goodtimes,65.71,51.447
6024,recession,48.248,50.381
6025,goodtimes,55.546,50.195
6026,goodtimes,52.346,52.349
6027,goodtimes,52.401,57.392
6028,riproaringtimes,53.624,59.042
6029,riproaringtimes,47.785,75.124
6030,recession,50.923,45.279
6031,goodtimes,57.683,57.749
6032,riproaringtimes,54.105,65.177
6033,goodtimes,52.873,51.913
6034,riproaringtimes,43.184,74.359
6035,riproaringtimes,44.123,65.366
6036,recession,51.509,44.645
6037,goodtimes,61.31,53.366
6038,recession,48.037,48.41
6039,riproaringtimes,55.966,67.123
6040,recession,45.001,33.963
6041,riproaringtimes,54.601,70.815
6042,goodtimes,51.853,59.178
6043,recession,48.456,45.767
6044,recession,50.87,45.756
6045,riproaringtimes,49.152,63.536
6046,goodtimes,54.913,61.684
6047,recession,49.404,46.441
6048,recession,52.563,53.488
6049,goodtimes,62.209,51.242
6050,goodtimes,54.627,60.183
6051,riproaringtimes,50.921,65.607
6052,riproaringtimes,50.999,65.426
6053,recession,47.473,43.436
6054,riproaringtimes,44.593,67.455
6055,goodtimes,50.921,64.404
6056,recession,45.368,43.583
6057,recession,35.054,37.434
6058,goodtimes,61.43,48.437
6059,riproaringtimes,50.267,62.173
6060,goodtimes,65.18,62.479
6061,riproaringtimes,50.777,76.392
6062,riproaringtimes,54.328,65.692
6063,goodtimes,61.025,59.32
6064,goodtimes,58.999,55.816
6065,recession,46.671,46.94
6066,riproaringtimes,53.166,64.46
6067,recession,53.591,46.655
6068,riproaringtimes,47.58,70.904
6069,goodtimes,57.866,51.303
6070,goodtimes,54.419,55.57
6071,goodtimes,54.459,61.316
6072,goodtimes,58.989,54.855
6073,riproaringtimes,51.927,54.253
6074,recession,43.606,48.84
6075,goodtimes,54.799,55.561
6076,riproaringtimes,54.045,74.133
6077,recession,51.814,39.66
6078,riproaringtimes,53.076,63.511
6079,recession,43.521,47.488
6080,riproaringtimes,52.368,56.409
6081,recession,47.087,43.077
6082,recession,42.695,42.879
6083,goodtimes,51.047,60.456
6084,riproaringtimes,50.797,60.077
6085,recession,49.268,62.694
6086,recession,41.47,40.733
6087,recession,48.484,49.028
6088,recession,43.102,42.531
6089,goodtimes,59.405,56.124
6090,goodtimes,53.345,52.724
6091,recession,46.608,44.823
6092,recession,50.676,38.139
6093,riproaringtimes,53.918,68.149
6094,riproaringtimes,43.387,71.098
6095,goodtimes,61.37,62.763
6096,riproaringtimes,48.233,59.645
6097,goodtimes,55.249,53.615
6098,goodtimes,62.103,50.805
6099,riproaringtimes,50.458,69.742
6100,recession,43.264,46.84
6101,goodtimes,60.077,60.901
6102,recession,50.379,42.851
6103,riproaringtimes,52.535,62.811
6104,recession,47.935,37.549
6105,recession,44.008,44.659
6106,recession,43.846,41.591
6107,riproaringtimes,49.97,69.292
6108,goodtimes,51.362,47.045
6109,riproaringtimes,58.152,67.519
6110,recession,49.724,44.221
6111,riproaringtimes,50.721,62.621
6112,recession,42.393,40.832
6113,goodtimes,58.642,54.77
6114,goodtimes,59.651,51.069
6115,recession,38.815,47.879
6116,goodtimes,58.858,55.067
6117,goodtimes,52.251,57.74
6118,goodtimes,55.492,55.72
6119,goodtimes,52.654,52.838
6120,goodtimes,52.729,54.667
6121,riproaringtimes,47.003,59.939
6122,riproaringtimes,47.962,67.585
6123,goodtimes,51.695,58.294
6124,riproaringtimes,57.156,60.715
6125,goodtimes,60.938,64.338
6126,goodtimes,54.109,53.853
6127,riproaringtimes,51.684,60.533
6128,riproaringtimes,49.576,71.885
6129,recession,53.725,49.65
6130,goodtimes,48.029,50.347
6131,recession,47.302,42.988
6132,recession,51.753,42.854
6133,riproaringtimes,54.02,66.315
6134,riproaringtimes,51.462,68.723
6135,riproaringtimes,44.119,64.381
6136,goodtimes,61.836,49.268
6137,goodtimes,53.423,63.11
6138,riproaringtimes,45.495,71.11
6139,riproaringtimes,47.419,59.103
6140,riproaringtimes,41.085,63.395
6141,goodtimes,60.119,53.151
6142,riproaringtimes,51.031,64.894
6143,goodtimes,53.833,55.861
6144,recession,44.435,50.013
6145,recession,52.833,38.954
6146,recession,42.578,38.441
6147,goodtimes,56.729,51.41
6148,goodtimes,55.107,52.67
6149,riproaringtimes,46.452,62.434
6150,recession,44.131,42.785
6151,recession,50.848,40.231
6152,goodtimes,55.612,51.822
6153,riproaringtimes,46.074,65.002
6154,recession,45.836,37.515
6155,recession,42.811,41.418
6156,riproaringtimes,56.845,60.957
6157,goodtimes,54.621,59.332
6158,riproaringtimes,53.029,60.752
6159,riproaringtimes,50.433,68.3
6160,goodtimes,55.133,56.409
6161,recession,46.728,50.317
6162,recession,50.874,40.854
6163,recession,40.492,50.744
6164,riproaringtimes,51.831,63.135
6165,goodtimes,61.459,47.24
6166,recession,41.183,43.121
6167,riproaringtimes,46.468,60.201
6168,goodtimes,59.729,59.8
6169,recession,46.63,47.994
6170,riproaringtimes,46.569,67.029
6171,recession,42.534,43.353
6172,goodtimes,48.807,62.937
6173,recession,46.499,46.165
6174,recession,42.652,44.809
6175,riproaringtimes,47.023,66.875
6176,riproaringtimes,51.514,60.08
6177,goodtimes,45.042,53.988
6178,recession,44.738,43.876
6179,recession,46.024,36.975
6180,goodtimes,61.112,54.964
6181,recession,39.789,48.114
6182,recession,43.455,44.502
6183,recession,50.798,52.067
6184,goodtimes,60.425,52.942
6185,recession,49.485,40.872
6186,goodtimes,57.624,52.137
6187,recession,49.373,45.247
6188,riproaringtimes,50.295,58.849
6189,riproaringtimes,49.636,70.955
6190,riproaringtimes,41.006,61.098
6191,recession,40.951,42.07
6192,riproaringtimes,49.206,64.923
6193,recession,49.271,46.535
6194,riproaringtimes,43.904,59.005
6195,riproaringtimes,59.357,63.612
6196,recession,47.09,39.38
6197,goodtimes,55.716,55.73
6198,riproaringtimes,54.558,74.065
6199,recession,47.726,43.59
6200,riproaringtimes,49.483,64.919
6201,riproaringtimes,38.545,62.656
6202,riproaringtimes,41.409,69.437
6203,recession,37.31,41.646
6204,recession,46.906,42.97
6205,riproaringtimes,48.897,68.235
6206,recession,48.307,47.755
6207,recession,44.425,51.452
6208,recession,45.13,37.735
6209,riproaringtimes,42.689,62.817
6210,recession,41.431,50.401
6211,riproaringtimes,52.093,57.923
6212,goodtimes,47.311,55.264
6213,riproaringtimes,48.044,65.887
6214,riproaringtimes,44.085,65.67
6215,goodtimes,51.874,52.237
6216,riproaringtimes,51.053,55.488
6217,riproaringtimes,48.359,57.356
6218,riproaringtimes,43.916,59.543
6219,riproaringtimes,53.888,59.949
6220,riproaringtimes,43.512,69.491
6221,riproaringtimes,52.384,55.629
6222,recession,49.191,39.981
6223,recession,43.765,46.785
6224,riproaringtimes,48.149,65.911
6225,recession,53.147,36.821
6226,recession,50.596,53.102
6227,riproaringtimes,48.979,66.852
6228,goodtimes,44.208,51.822
6229,recession,46.911,45.33
6230,goodtimes,55.794,56.227
6231,riproaringtimes,51.456,61.049
6232,riproaringtimes,60.131,63.359
6233,goodtimes,45.763,54.172
6234,recession,44.192,49.84
6235,goodtimes,53.034,57.528
6236,goodtimes,52.452,61.018
6237,recession,49.308,54.886
6238,goodtimes,58.513,54.213
6239,goodtimes,50.396,57.79
6240,recession,41.933,43.132
6241,riproaringtimes,55.142,63.6
6242,recession,54.609,45.044
6243,goodtimes,60.894,52.644
6244,riproaringtimes,47.498,53.916
6245,riproaringtimes,47.289,64.989
6246,recession,40.2,48.673
6247,riproaringtimes,52.149,59.752
6248,recession,42.049,47.674
6249,riproaringtimes,51.003,61.109
6250,recession,45.831,40.464
6251,goodtimes,53.1,55.42
6252,goodtimes,55.627,51.425
6253,goodtimes,59.489,51.929
6254,riproaringtimes,53.864,74.059
6255,goodtimes,54.802,53.868
6256,riproaringtimes,51.732,65.388
6257,riproaringtimes,46.057,63.677
6258,recession,44.085,47.267
6259,goodtimes,49.762,50.969
6260,goodtimes,57.963,52.453
6261,recession,44.307,46.334
6262,riproaringtimes,46.456,61.775
6263,riproaringtimes,61.389,68.043
6264,riproaringtimes,52.669,60.929
6265,goodtimes,56.608,54.829
6266,riproaringtimes,53.6,46.214
6267,recession,48.096,47.948
6268,goodtimes,49.599,55.51
6269,riproaringtimes,52.881,66.213
6270,recession,43.734,42.165
6271,recession,44.725,37.212
6272,goodtimes,63.459,52.403
6273,recession,38.977,51.18
6274,goodtimes,59.741,56.628
6275,riproaringtimes,43.289,69.05
6276,goodtimes,50.063,55.684
6277,recession,45.492,31.289
6278,recession,44.987,44.488
6279,goodtimes,55.129,60.7
6280,goodtimes,56.201,58.415
6281,recession,48.834,47.072
6282,recession,41.97,40.85
6283,goodtimes,60.339,57.03
6284,riproaringtimes,43.98,64.4
6285,goodtimes,53.03,50.861
6286,goodtimes,56.376,48.937
6287,riproaringtimes,47.108,61.448
6288,recession,50.198,41.28
6289,recession,42.078,49.999
6290,riproaringtimes,57.689,66.545
6291,recession,40.101,46.353
6292,goodtimes,56.636,51.614
6293,riproaringtimes,45.408,61.631
6294,riproaringtimes,53.333,63.067
6295,riproaringtimes,51.097,64.746
6296,recession,38.896,45.331
6297,riproaringtimes,56.975,61.235
6298,recession,44.008,43.307
6299,goodtimes,56.045,45.071
6300,goodtimes,51.86,56.805
6301,recession,43.415,36.355
6302,riproaringtimes,52.754,66.499
6303,recession,42.428,32.637
6304,recession,44.92,45.587
6305,goodtimes,53.184,51.981
6306,riproaringtimes,49.44,56.289
6307,goodtimes,54.265,54.326
6308,recession,46.802,47.159
6309,goodtimes,58.529,56.213
6310,goodtimes,60.101,61.682
6311,recession,43.039,44.215
6312,recession,36.379,49.696
6313,recession,56.695,42.202
6314,recession,53.307,47.811
6315,recession,43.334,40.819
6316,riproaringtimes,43.627,56.946
6317,goodtimes,56.015,51.314
6318,goodtimes,50.991,53.858
6319,goodtimes,51.577,56.061
6320,riproaringtimes,46.533,59.192
6321,recession,45.883,51.459
6322,goodtimes,53.53,56.574
6323,goodtimes,55.513,57.644
6324,recession,42.337,50.894
6325,riproaringtimes,46.922,67.834
6326,goodtimes,50.567,60.849
6327,riproaringtimes,54.337,64.614
6328,riproaringtimes,50.682,56.189
6329,recession,46.533,45.018
6330,recession,43.674,41.514
6331,riproaringtimes,47.007,66.339
6332,riproaringtimes,44.21,70.209
6333,goodtimes,50.686,51.48
6334,goodtimes,54.687,54.613
6335,riproaringtimes,54.888,62.324
6336,riproaringtimes,51.884,59.318
6337,riproaringtimes,51.35,69.599
6338,goodtimes,54.758,58.518
6339,riproaringtimes,53.196,67.567
6340,goodtimes,54.207,50.122
6341,recession,39.812,39.217
6342,recession,47.054,42.381
6343,goodtimes,60.171,54.569
6344,riproaringtimes,55.365,62.655
6345,riproaringtimes,52.307,66.346
6346,recession,46.087,42.764
6347,goodtimes,51.266,51.162
6348,goodtimes,55.703,60.302
6349,riproaringtimes,43.815,61.812
6350,recession,51.026,46.772
6351,goodtimes,49.745,55.345
6352,goodtimes,57.01,59.018
6353,riproaringtimes,49.979,70.249
6354,recession,46.334,48.893
6355,recession,42.421,39.562
6356,riproaringtimes,57.027,61.574
6357,recession,49.005,44.549
6358,riproaringtimes,54.187,67.101
6359,goodtimes,63.521,48.415
6360,recession,47.321,42.834
6361,recession,47.176,39.773
6362,goodtimes,62.51,60.4
6363,recession,45.834,44.69
6364,goodtimes,54.336,49.352
6365,goodtimes,60.914,60.156
6366,riproaringtimes,46.439,63.93
6367,goodtimes,48.628,55.878
6368,goodtimes,55.044,58.863
6369,riproaringtimes,53.387,61.718
6370,recession,37.019,49.118
6371,goodtimes,51.863,51.144
6372,recession,47.282,45.568
6373,goodtimes,59.963,61.11
6374,riproaringtimes,54.318,63.262
6375,recession,38.617,37.865
6376,recession,53.862,44.859
6377,riproaringtimes,51.871,67.579
6378,riproaringtimes,44.208,65.337
6379,goodtimes,48.366,59.666
6380,recession,48.154,37.504
6381,riproaringtimes,51.098,66.142
6382,riproaringtimes,44.176,61.304
6383,riproaringtimes,53.95,74.318
6384,recession,49.135,47.335
6385,recession,42.916,39.145
6386,recession,39.316,46.64
6387,goodtimes,53.462,54.728
6388,goodtimes,58.239,57.368
6389,recession,44.542,39.516
6390,recession,49.23,41.026
6391,goodtimes,57.448,60.863
6392,goodtimes,64.372,56.817
6393,recession,44.118,47.364
6394,recession,50.394,38.682
6395,recession,46.805,46.101
