Id;CustomerId;OrderDate;Freight;ProductName;QuantityPerUnit;UnitPriceProduct;Discount;UnitPriceOrder;Quantity;Amount
10750/59;WARTH;2013-11-21;79.3;Raclette Courdavault;5 kg pkg.;55;0.15;55;25;1375
10751/26;RICSU;2013-11-24;130.79;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.1;31.23;12;374.76
10751/30;RICSU;2013-11-24;130.79;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;30;776.7
10751/50;RICSU;2013-11-24;130.79;Valkoinen suklaa;12 - 100 g bars;16.25;0.1;16.25;20;325
10751/73;RICSU;2013-11-24;130.79;Röd Kaviar;24 - 150 g jars;15;0;15;15;225
10752/1;NORTS;2013-11-24;1.39;Chai;10 boxes x 20 bags;18;0;18;8;144
10752/69;NORTS;2013-11-24;1.39;Gudbrandsdalsost;10 kg pkg.;36;0;36;3;108
10753/45;FRANS;2013-11-25;7.7;Rogede sild;1k pkg.;9.5;0;9.5;4;38
10753/74;FRANS;2013-11-25;7.7;Longlife Tofu;5 kg pkg.;10;0;10;5;50
10754/40;MAGAA;2013-11-25;2.38;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;3;55.199999999999996
10755/47;BONAP;2013-11-26;16.71;Zaanse koeken;10 - 4 oz boxes;9.5;0.25;9.5;30;285
10755/56;BONAP;2013-11-26;16.71;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.25;38;30;1140
10755/57;BONAP;2013-11-26;16.71;Ravioli Angelo;24 - 250 g pkgs.;19.5;0.25;19.5;14;273
10755/69;BONAP;2013-11-26;16.71;Gudbrandsdalsost;10 kg pkg.;36;0.25;36;25;900
10756/18;SPLIR;2013-11-27;73.21;Carnarvon Tigers;16 kg pkg.;62.5;0.2;62.5;21;1312.5
10756/36;SPLIR;2013-11-27;73.21;Inlagd Sill;24 - 250 g  jars;19;0.2;19;20;380
10756/68;SPLIR;2013-11-27;73.21;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.2;12.5;6;75
10756/69;SPLIR;2013-11-27;73.21;Gudbrandsdalsost;10 kg pkg.;36;0.2;36;20;720
10757/34;SAVEA;2013-11-27;8.19;Sasquatch Ale;24 - 12 oz bottles;14;0;14;30;420
10757/59;SAVEA;2013-11-27;8.19;Raclette Courdavault;5 kg pkg.;55;0;55;7;385
10757/62;SAVEA;2013-11-27;8.19;Tarte au sucre;48 pies;49.3;0;49.3;30;1479
10757/64;SAVEA;2013-11-27;8.19;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;24;798
10758/26;RICSU;2013-11-28;138.17;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;20;624.6
10758/52;RICSU;2013-11-28;138.17;Filo Mix;16 - 2 kg boxes;7;0;7;60;420
10758/70;RICSU;2013-11-28;138.17;Outback Lager;24 - 355 ml bottles;15;0;15;40;600
10759/32;ANATR;2013-11-28;11.99;Mascarpone Fabioli;24 - 200 g pkgs.;32;0;32;10;320
10760/25;MAISD;2013-12-01;155.64;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.25;14;12;168
10760/27;MAISD;2013-12-01;155.64;Schoggi Schokolade;100 - 100 g pieces;43.9;0;43.9;40;1756
10760/43;MAISD;2013-12-01;155.64;Ipoh Coffee;16 - 500 g tins;46;0.25;46;30;1380
10761/25;RATTC;2013-12-02;18.66;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.25;14;35;490
10761/75;RATTC;2013-12-02;18.66;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;18;139.5
10762/39;FOLKO;2013-12-02;328.74;Chartreuse verte;750 cc per bottle;18;0;18;16;288
10762/47;FOLKO;2013-12-02;328.74;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;30;285
10762/51;FOLKO;2013-12-02;328.74;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;28;1484
10762/56;FOLKO;2013-12-02;328.74;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;60;2280
10763/21;FOLIG;2013-12-03;37.35;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;40;400
10763/22;FOLIG;2013-12-03;37.35;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;6;126
10763/24;FOLIG;2013-12-03;37.35;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;20;90
10764/3;ERNSH;2013-12-03;145.45;Aniseed Syrup;12 - 550 ml bottles;10;0.1;10;20;200
10764/39;ERNSH;2013-12-03;145.45;Chartreuse verte;750 cc per bottle;18;0.1;18;130;2340
10765/65;QUICK;2013-12-04;42.74;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.1;21.05;80;1684
10766/2;OTTIK;2013-12-05;157.55;Chang;24 - 12 oz bottles;19;0;19;40;760
10766/7;OTTIK;2013-12-05;157.55;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;35;1050
10766/68;OTTIK;2013-12-05;157.55;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;40;500
10767/42;SUPRD;2013-12-05;1.59;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;14;2;28
10768/22;AROUT;2013-12-08;146.32;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;4;84
10768/31;AROUT;2013-12-08;146.32;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;50;625
10768/60;AROUT;2013-12-08;146.32;Camembert Pierrot;15 - 300 g rounds;34;0;34;15;510
10768/71;AROUT;2013-12-08;146.32;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;12;258
10769/41;VAFFE;2013-12-08;65.06;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;9.65;30;289.5
10769/52;VAFFE;2013-12-08;65.06;Filo Mix;16 - 2 kg boxes;7;0.05;7;15;105
10769/61;VAFFE;2013-12-08;65.06;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;20;570
10769/62;VAFFE;2013-12-08;65.06;Tarte au sucre;48 pies;49.3;0;49.3;15;739.5
10770/11;HANAR;2013-12-09;5.32;Queso Cabrales;1 kg pkg.;21;0.25;21;15;315
10771/71;ERNSH;2013-12-10;11.19;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;16;344
10772/29;LEHMS;2013-12-10;91.28;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;18;2228.2200000000003
10772/59;LEHMS;2013-12-10;91.28;Raclette Courdavault;5 kg pkg.;55;0;55;25;1375
10773/17;ERNSH;2013-12-11;96.43;Alice Mutton;20 - 1 kg tins;39;0;39;33;1287
10773/31;ERNSH;2013-12-11;96.43;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.2;12.5;70;875
10773/75;ERNSH;2013-12-11;96.43;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.2;7.75;7;54.25
10774/31;FOLKO;2013-12-11;48.2;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.25;12.5;2;25
10774/66;FOLKO;2013-12-11;48.2;Louisiana Hot Spiced Okra;24 - 8 oz jars;17;0;17;50;850
10775/10;THECR;2013-12-12;20.25;Ikura;12 - 200 ml jars;31;0;31;6;186
10775/67;THECR;2013-12-12;20.25;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0;14;3;42
10776/31;ERNSH;2013-12-15;351.53;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;16;200
10776/42;ERNSH;2013-12-15;351.53;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.05;14;12;168
10776/45;ERNSH;2013-12-15;351.53;Rogede sild;1k pkg.;9.5;0.05;9.5;27;256.5
10776/51;ERNSH;2013-12-15;351.53;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.05;53;120;6360
10777/42;GOURL;2013-12-15;3.01;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.2;14;20;280
10778/41;BERGS;2013-12-16;6.79;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;10;96.5
10779/16;MORGK;2013-12-16;58.13;Pavlova;32 - 500 g boxes;17.45;0;17.45;20;349
10779/62;MORGK;2013-12-16;58.13;Tarte au sucre;48 pies;49.3;0;49.3;20;986
10780/70;LILAS;2013-12-16;42.13;Outback Lager;24 - 355 ml bottles;15;0;15;35;525
10780/77;LILAS;2013-12-16;42.13;Original Frankfurter grüne Soße;12 boxes;13;0;13;15;195
10781/54;WARTH;2013-12-17;73.16;Tourtière;16 pies;7.45;0.2;7.45;3;22.35
10781/56;WARTH;2013-12-17;73.16;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.2;38;20;760
10781/74;WARTH;2013-12-17;73.16;Longlife Tofu;5 kg pkg.;10;0;10;35;350
10782/31;CACTU;2013-12-17;1.1;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;1;12.5
10783/31;HANAR;2013-12-18;124.98;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;10;125
10783/38;HANAR;2013-12-18;124.98;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;5;1317.5
10784/36;MAGAA;2013-12-18;70.09;Inlagd Sill;24 - 250 g  jars;19;0;19;30;570
10784/39;MAGAA;2013-12-18;70.09;Chartreuse verte;750 cc per bottle;18;0.15;18;2;36
10784/72;MAGAA;2013-12-18;70.09;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0.15;34.8;30;1044
10785/10;GROSR;2013-12-18;1.51;Ikura;12 - 200 ml jars;31;0;31;10;310
10785/75;GROSR;2013-12-18;1.51;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;10;77.5
10786/8;QUEE;2013-12-19;110.87;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0.2;40;30;1200
10786/30;QUEE;2013-12-19;110.87;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.2;25.89;15;388.35
10786/75;QUEE;2013-12-19;110.87;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.2;7.75;42;325.5
10787/2;LAMAI;2013-12-19;249.93;Chang;24 - 12 oz bottles;19;0.05;19;15;285
10787/29;LAMAI;2013-12-19;249.93;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.05;123.79;20;2475.8
10788/19;QUICK;2013-12-22;42.7;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.05;9.2;50;459.99999999999994
10788/75;QUICK;2013-12-22;42.7;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.05;7.75;40;310
10789/18;FOLIG;2013-12-22;100.6;Carnarvon Tigers;16 kg pkg.;62.5;0;62.5;30;1875
10789/35;FOLIG;2013-12-22;100.6;Steeleye Stout;24 - 12 oz bottles;18;0;18;15;270
10789/63;FOLIG;2013-12-22;100.6;Vegie-spread;15 - 625 g jars;43.9;0;43.9;30;1317
10789/68;FOLIG;2013-12-22;100.6;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;18;225
10790/7;GOURL;2013-12-22;28.23;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0.15;30;3;90
10790/56;GOURL;2013-12-22;28.23;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.15;38;20;760
10791/29;FRANK;2013-12-23;16.85;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.05;123.79;14;1733.0600000000002
10791/41;FRANK;2013-12-23;16.85;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;9.65;20;193
10792/2;WOLZA;2013-12-23;23.79;Chang;24 - 12 oz bottles;19;0;19;10;190
10792/54;WOLZA;2013-12-23;23.79;Tourtière;16 pies;7.45;0;7.45;3;22.35
10792/68;WOLZA;2013-12-23;23.79;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;15;187.5
10793/41;AROUT;2013-12-24;4.52;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;14;135.1
10793/52;AROUT;2013-12-24;4.52;Filo Mix;16 - 2 kg boxes;7;0;7;8;56
10794/14;QUEDE;2013-12-24;21.49;Tofu;40 - 100 g pkgs.;23.25;0.2;23.25;15;348.75
10794/54;QUEDE;2013-12-24;21.49;Tourtière;16 pies;7.45;0.2;7.45;6;44.7
10795/16;ERNSH;2013-12-24;126.66;Pavlova;32 - 500 g boxes;17.45;0;17.45;65;1134.25
10795/17;ERNSH;2013-12-24;126.66;Alice Mutton;20 - 1 kg tins;39;0.25;39;35;1365
10796/26;HILAA;2013-12-25;26.52;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.2;31.23;21;655.83
10796/44;HILAA;2013-12-25;26.52;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;10;194.5
10796/64;HILAA;2013-12-25;26.52;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0.2;33.25;35;1163.75
10796/69;HILAA;2013-12-25;26.52;Gudbrandsdalsost;10 kg pkg.;36;0.2;36;24;864
10797/11;DRACD;2013-12-25;33.35;Queso Cabrales;1 kg pkg.;21;0;21;20;420
10798/62;ISLAT;2013-12-26;2.33;Tarte au sucre;48 pies;49.3;0;49.3;2;98.6
10798/72;ISLAT;2013-12-26;2.33;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;10;348
10799/13;KOENE;2013-12-26;30.76;Konbu;2 kg box;6;0.15;6;20;120
10799/24;KOENE;2013-12-26;30.76;Guaraná Fantástica;12 - 355 ml cans;4.5;0.15;4.5;20;90
10799/59;KOENE;2013-12-26;30.76;Raclette Courdavault;5 kg pkg.;55;0;55;25;1375
10800/11;SEVES;2013-12-26;137.44;Queso Cabrales;1 kg pkg.;21;0.1;21;50;1050
10800/51;SEVES;2013-12-26;137.44;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.1;53;10;530
10800/54;SEVES;2013-12-26;137.44;Tourtière;16 pies;7.45;0.1;7.45;7;52.15
10801/17;BOLID;2013-12-29;97.09;Alice Mutton;20 - 1 kg tins;39;0.25;39;40;1560
10801/29;BOLID;2013-12-29;97.09;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.25;123.79;20;2475.8
10802/30;SIMOB;2013-12-29;257.26;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.25;25.89;25;647.25
10802/51;SIMOB;2013-12-29;257.26;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.25;53;30;1590
10802/55;SIMOB;2013-12-29;257.26;Pâté chinois;24 boxes x 2 pies;24;0.25;24;60;1440
10802/62;SIMOB;2013-12-29;257.26;Tarte au sucre;48 pies;49.3;0.25;49.3;5;246.5
10803/19;WELLI;2013-12-30;55.23;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.05;9.2;24;220.79999999999998
10803/25;WELLI;2013-12-30;55.23;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.05;14;15;210
10803/59;WELLI;2013-12-30;55.23;Raclette Courdavault;5 kg pkg.;55;0.05;55;15;825
10804/10;SEVES;2013-12-30;27.33;Ikura;12 - 200 ml jars;31;0;31;36;1116
10804/28;SEVES;2013-12-30;27.33;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;24;1094.4
10804/49;SEVES;2013-12-30;27.33;Maxilaku;24 - 50 g pkgs.;20;0.15;20;4;80
10805/34;THEBI;2013-12-30;237.34;Sasquatch Ale;24 - 12 oz bottles;14;0;14;10;140
10805/38;THEBI;2013-12-30;237.34;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;10;2635
10806/2;VICTE;2013-12-31;22.11;Chang;24 - 12 oz bottles;19;0.25;19;20;380
10806/65;VICTE;2013-12-31;22.11;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;2;42.1
10806/74;VICTE;2013-12-31;22.11;Longlife Tofu;5 kg pkg.;10;0.25;10;15;150
10807/40;FRANS;2013-12-31;1.36;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;1;18.4
10808/56;OLDWO;2014-01-01;45.53;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.15;38;20;760
10808/76;OLDWO;2014-01-01;45.53;Lakkalikööri;500 ml;18;0.15;18;50;900
10809/52;WELLI;2014-01-01;4.87;Filo Mix;16 - 2 kg boxes;7;0;7;20;140
10810/13;LAUGB;2014-01-01;4.33;Konbu;2 kg box;6;0;6;7;42
10810/25;LAUGB;2014-01-01;4.33;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0;14;5;70
10810/70;LAUGB;2014-01-01;4.33;Outback Lager;24 - 355 ml bottles;15;0;15;5;75
10811/19;LINOD;2014-01-02;31.22;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;15;138
10811/23;LINOD;2014-01-02;31.22;Tunnbröd;12 - 250 g pkgs.;9;0;9;18;162
10811/40;LINOD;2014-01-02;31.22;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;30;552
10812/31;REGGC;2014-01-02;59.78;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.1;12.5;16;200
10812/72;REGGC;2014-01-02;59.78;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0.1;34.8;40;1392
10812/77;REGGC;2014-01-02;59.78;Original Frankfurter grüne Soße;12 boxes;13;0;13;20;260
10813/2;RICAR;2014-01-05;47.38;Chang;24 - 12 oz bottles;19;0.2;19;12;228
10813/46;RICAR;2014-01-05;47.38;Spegesild;4 - 450 g glasses;12;0;12;35;420
10814/41;VICTE;2014-01-05;130.94;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;20;193
10814/43;VICTE;2014-01-05;130.94;Ipoh Coffee;16 - 500 g tins;46;0.15;46;20;920
10814/48;VICTE;2014-01-05;130.94;Chocolade;10 pkgs.;12.75;0.15;12.75;8;102
10814/61;VICTE;2014-01-05;130.94;Sirop d'érable;24 - 500 ml bottles;28.5;0.15;28.5;30;855
10815/33;SAVEA;2014-01-05;14.62;Geitost;500 g;2.5;0;2.5;16;40
10816/38;GREAL;2014-01-06;719.78;Côte de Blaye;12 - 75 cl bottles;263.5;0.05;263.5;30;7905
10816/62;GREAL;2014-01-06;719.78;Tarte au sucre;48 pies;49.3;0.05;49.3;20;986
10817/26;KOENE;2014-01-06;306.07;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.15;31.23;40;1249.2
10817/38;KOENE;2014-01-06;306.07;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;30;7905
10817/40;KOENE;2014-01-06;306.07;Boston Crab Meat;24 - 4 oz tins;18.4;0.15;18.4;60;1104
10817/62;KOENE;2014-01-06;306.07;Tarte au sucre;48 pies;49.3;0.15;49.3;25;1232.5
10818/32;MAGAA;2014-01-07;65.48;Mascarpone Fabioli;24 - 200 g pkgs.;32;0;32;20;640
10818/41;MAGAA;2014-01-07;65.48;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;20;193
10819/43;CACTU;2014-01-07;19.76;Ipoh Coffee;16 - 500 g tins;46;0;46;7;322
10819/75;CACTU;2014-01-07;19.76;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;20;155
10820/56;RATTC;2014-01-07;37.52;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;30;1140
10821/35;SPLIR;2014-01-08;36.68;Steeleye Stout;24 - 12 oz bottles;18;0;18;20;360
10821/51;SPLIR;2014-01-08;36.68;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;6;318
10822/62;TRAIH;2014-01-08;7;Tarte au sucre;48 pies;49.3;0;49.3;3;147.89999999999998
10822/70;TRAIH;2014-01-08;7;Outback Lager;24 - 355 ml bottles;15;0;15;6;90
10823/11;LILAS;2014-01-09;163.97;Queso Cabrales;1 kg pkg.;21;0.1;21;20;420
10823/57;LILAS;2014-01-09;163.97;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;15;292.5
10823/59;LILAS;2014-01-09;163.97;Raclette Courdavault;5 kg pkg.;55;0.1;55;40;2200
10823/77;LILAS;2014-01-09;163.97;Original Frankfurter grüne Soße;12 boxes;13;0.1;13;15;195
10824/41;FOLKO;2014-01-09;1.23;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;12;115.80000000000001
10824/70;FOLKO;2014-01-09;1.23;Outback Lager;24 - 355 ml bottles;15;0;15;9;135
10825/26;DRACD;2014-01-09;79.25;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;12;374.76
10825/53;DRACD;2014-01-09;79.25;Perth Pasties;48 pieces;32.8;0;32.8;20;656
10826/31;BLONP;2014-01-12;7.09;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;35;437.5
10826/57;BLONP;2014-01-12;7.09;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;15;292.5
10827/10;BONAP;2014-01-12;63.54;Ikura;12 - 200 ml jars;31;0;31;15;465
10827/39;BONAP;2014-01-12;63.54;Chartreuse verte;750 cc per bottle;18;0;18;21;378
10828/20;RANCH;2014-01-13;90.85;Sir Rodney's Marmalade;30 gift boxes;81;0;81;5;405
10828/38;RANCH;2014-01-13;90.85;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;2;527
10829/2;ISLAT;2014-01-13;154.72;Chang;24 - 12 oz bottles;19;0;19;10;190
10829/8;ISLAT;2014-01-13;154.72;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0;40;20;800
10829/13;ISLAT;2014-01-13;154.72;Konbu;2 kg box;6;0;6;10;60
10829/60;ISLAT;2014-01-13;154.72;Camembert Pierrot;15 - 300 g rounds;34;0;34;21;714
10830/6;TRADH;2014-01-13;81.83;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0;25;6;150
10830/39;TRADH;2014-01-13;81.83;Chartreuse verte;750 cc per bottle;18;0;18;28;504
10830/60;TRADH;2014-01-13;81.83;Camembert Pierrot;15 - 300 g rounds;34;0;34;30;1020
10830/68;TRADH;2014-01-13;81.83;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;24;300
10831/19;SANTG;2014-01-14;72.19;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;2;18.4
10831/35;SANTG;2014-01-14;72.19;Steeleye Stout;24 - 12 oz bottles;18;0;18;8;144
10831/38;SANTG;2014-01-14;72.19;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;8;2108
10831/43;SANTG;2014-01-14;72.19;Ipoh Coffee;16 - 500 g tins;46;0;46;9;414
10832/13;LAMAI;2014-01-14;43.26;Konbu;2 kg box;6;0.2;6;3;18
10832/25;LAMAI;2014-01-14;43.26;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.2;14;10;140
10832/44;LAMAI;2014-01-14;43.26;Gula Malacca;20 - 2 kg bags;19.45;0.2;19.45;16;311.2
10832/64;LAMAI;2014-01-14;43.26;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;3;99.75
10833/7;OTTIK;2014-01-15;71.49;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0.1;30;20;600
10833/31;OTTIK;2014-01-15;71.49;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.1;12.5;9;112.5
10833/53;OTTIK;2014-01-15;71.49;Perth Pasties;48 pieces;32.8;0.1;32.8;9;295.2
10834/29;TRADH;2014-01-15;29.78;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.05;123.79;8;990.32
10834/30;TRADH;2014-01-15;29.78;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.05;25.89;20;517.8
10835/59;ALFKI;2014-01-15;69.53;Raclette Courdavault;5 kg pkg.;55;0;55;15;825
10835/77;ALFKI;2014-01-15;69.53;Original Frankfurter grüne Soße;12 boxes;13;0.2;13;2;26
10836/22;ERNSH;2014-01-16;411.88;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;52;1092
10836/35;ERNSH;2014-01-16;411.88;Steeleye Stout;24 - 12 oz bottles;18;0;18;6;108
10836/57;ERNSH;2014-01-16;411.88;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;24;468
10836/60;ERNSH;2014-01-16;411.88;Camembert Pierrot;15 - 300 g rounds;34;0;34;60;2040
10836/64;ERNSH;2014-01-16;411.88;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;30;997.5
10837/13;BERGS;2014-01-16;13.32;Konbu;2 kg box;6;0;6;6;36
10837/40;BERGS;2014-01-16;13.32;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;25;459.99999999999994
10837/47;BERGS;2014-01-16;13.32;Zaanse koeken;10 - 4 oz boxes;9.5;0.25;9.5;40;380
10837/76;BERGS;2014-01-16;13.32;Lakkalikööri;500 ml;18;0.25;18;21;378
10838/1;LINOD;2014-01-19;59.28;Chai;10 boxes x 20 bags;18;0.25;18;4;72
10838/18;LINOD;2014-01-19;59.28;Carnarvon Tigers;16 kg pkg.;62.5;0.25;62.5;25;1562.5
10838/36;LINOD;2014-01-19;59.28;Inlagd Sill;24 - 250 g  jars;19;0.25;19;50;950
10839/58;TRADH;2014-01-19;35.43;Escargots de Bourgogne;24 pieces;13.25;0.1;13.25;30;397.5
10839/72;TRADH;2014-01-19;35.43;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0.1;34.8;15;522
10840/25;LINOD;2014-01-19;2.71;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.2;14;6;84
10840/39;LINOD;2014-01-19;2.71;Chartreuse verte;750 cc per bottle;18;0.2;18;10;180
10841/10;SUPRD;2014-01-20;424.3;Ikura;12 - 200 ml jars;31;0;31;16;496
10841/56;SUPRD;2014-01-20;424.3;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;30;1140
10841/59;SUPRD;2014-01-20;424.3;Raclette Courdavault;5 kg pkg.;55;0;55;50;2750
10841/77;SUPRD;2014-01-20;424.3;Original Frankfurter grüne Soße;12 boxes;13;0;13;15;195
10842/11;TORTU;2014-01-20;54.42;Queso Cabrales;1 kg pkg.;21;0;21;15;315
10842/43;TORTU;2014-01-20;54.42;Ipoh Coffee;16 - 500 g tins;46;0;46;5;230
10842/68;TORTU;2014-01-20;54.42;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;20;250
10842/70;TORTU;2014-01-20;54.42;Outback Lager;24 - 355 ml bottles;15;0;15;12;180
10843/51;VICTE;2014-01-21;9.26;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.25;53;4;212
10844/22;PICCO;2014-01-21;25.22;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;35;735
10845/23;QUICK;2014-01-21;212.98;Tunnbröd;12 - 250 g pkgs.;9;0.1;9;70;630
10845/35;QUICK;2014-01-21;212.98;Steeleye Stout;24 - 12 oz bottles;18;0.1;18;25;450
10845/42;QUICK;2014-01-21;212.98;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.1;14;42;588
10845/58;QUICK;2014-01-21;212.98;Escargots de Bourgogne;24 pieces;13.25;0.1;13.25;60;795
10845/64;QUICK;2014-01-21;212.98;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;48;1596
10846/4;SUPRD;2014-01-22;56.46;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;22;21;462
10846/70;SUPRD;2014-01-22;56.46;Outback Lager;24 - 355 ml bottles;15;0;15;30;450
10846/74;SUPRD;2014-01-22;56.46;Longlife Tofu;5 kg pkg.;10;0;10;20;200
10847/1;SAVEA;2014-01-22;487.57;Chai;10 boxes x 20 bags;18;0.2;18;80;1440
